[2019-03-27 12:42:03] slim-bookshelf-api.INFO: Processing home action [] {"uid":"7ac99d3"}
[2019-03-27 12:46:23] slim-bookshelf-api.INFO: Processing home action [] {"uid":"f8e938b"}
[2019-03-27 12:49:13] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"d54888f"}
[2019-03-27 12:49:19] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"6ae1c41"}
[2019-03-27 12:49:23] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"caa68e5"}
[2019-03-27 12:49:33] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"82317df"}
[2019-03-28 12:58:51] slim-bookshelf-api.INFO: Processing home action [] {"uid":"04d81af"}
[2019-03-28 13:02:11] slim-bookshelf-api.INFO: Processing home action [] {"uid":"befc857"}
[2019-03-28 13:04:37] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"5debd11"}
[2019-03-28 13:20:18] slim-bookshelf-api.INFO: Processing home action [] {"uid":"a246d39"}
[2019-03-28 13:21:58] slim-bookshelf-api.INFO: Processing home action [] {"uid":"cc8f924"}
[2019-03-28 13:22:40] slim-bookshelf-api.INFO: Processing home action [] {"uid":"a7a7e5d"}
[2019-03-28 13:39:36] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"2fc2f06"}
[2019-03-28 13:39:56] slim-bookshelf-api.INFO: Processing '/' route [] {"uid":"68242dd"}
[2019-03-28 13:43:52] slim-bookshelf-api.INFO: Listing all authors [] {"uid":"551f860"}
[2019-03-28 13:44:47] slim-bookshelf-api.INFO: Listing all authors [] {"uid":"f97ff4c"}
[2019-04-08 17:22:31] maishapay-api.INFO: Processing '/' route [] {"uid":"a6b441c"}
[2019-04-08 17:22:53] maishapay-api.INFO: Processing home action [] {"uid":"30264fb"}
[2019-04-25 12:45:51] maishapay-api.INFO: Processing home action [] {"uid":"4b92b94"}
[2019-04-25 12:47:55] maishapay-api.INFO: Processing home action [] {"uid":"1dee896"}
[2019-04-25 12:51:57] maishapay-api.INFO: Processing '/' route [] {"uid":"b242bd4"}
[2019-04-25 12:52:03] maishapay-api.INFO: Processing home action [] {"uid":"9dbbd24"}
[2019-04-25 15:53:36] maishapay-api.INFO: Listing all customers [] {"uid":"f45fd04"}
[2019-04-27 03:58:02] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"7e6ec4b"}
[2019-04-27 03:59:42] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"c72f74a"}
[2019-04-27 03:59:43] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"9600758"}
[2019-04-27 03:59:43] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"a30350b"}
[2019-04-27 03:59:45] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"9a4556b"}
[2019-04-27 03:59:45] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"47bebdb"}
[2019-04-27 03:59:46] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"1a11b76"}
[2019-04-27 03:59:46] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"b8a2f44"}
[2019-04-27 03:59:49] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"3c9b237"}
[2019-04-27 03:59:58] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"b9b3df8"}
[2019-04-27 03:59:59] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"e5abdbe"}
[2019-04-27 03:59:59] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"8d9f90c"}
[2019-04-27 03:59:59] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"71a439e"}
[2019-04-27 03:59:59] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"364af4e"}
[2019-04-27 04:00:00] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"e3388af"}
[2019-04-27 04:00:00] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"95f618b"}
[2019-04-27 04:00:00] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"2257859"}
[2019-04-27 04:00:00] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"532ce5a"}
[2019-04-27 04:00:08] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"64e4878"}
[2019-04-27 04:00:08] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"4a9de3b"}
[2019-04-27 04:00:09] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"194ae25"}
[2019-04-27 04:00:09] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"c63eacc"}
[2019-04-27 04:00:15] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"7c3b4df"}
[2019-04-27 04:00:15] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"26e1020"}
[2019-04-27 04:00:16] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"77f00e4"}
[2019-04-27 04:00:17] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"a2f4620"}
[2019-04-27 04:00:17] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"34ec419"}
[2019-04-27 04:00:17] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"69de700"}
[2019-04-27 04:00:17] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"e747043"}
[2019-04-27 04:00:17] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"7edbea2"}
[2019-04-27 04:04:04] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"fab9470"}
[2019-04-27 04:04:04] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"bea2c86"}
[2019-04-27 04:04:11] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"2225fa2"}
[2019-04-27 04:04:14] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"af69367"}
[2019-04-27 04:04:14] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"e7ea3c9"}
[2019-04-27 04:04:15] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"83fe2b2"}
[2019-04-27 04:04:15] maishapay-api.INFO: Creating a new client {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"de84a63"}
[2019-04-27 04:04:38] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"866574a"}
[2019-04-27 04:04:38] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"e414ddc"}
[2019-04-27 04:04:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"99d97fe"}
[2019-04-27 04:04:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"94af3c6"}
[2019-04-27 04:04:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"221374d"}
[2019-04-27 04:04:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"19d888b"}
[2019-04-27 04:04:39] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"a1e88e2"}
[2019-04-27 04:04:40] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"ba2c118"}
[2019-04-27 04:04:40] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"757ff1d"}
[2019-04-27 04:04:51] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"2321f48"}
[2019-04-27 04:04:52] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"9a686af"}
[2019-04-27 04:04:52] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"3d45db1"}
[2019-04-27 04:04:53] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"9e8bb23"}
[2019-04-27 04:04:53] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"37ced84"}
[2019-04-27 04:04:53] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"fd50eaf"}
[2019-04-27 04:04:54] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"f67a5ad"}
[2019-04-27 04:04:54] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"d0a4c2d"}
[2019-04-27 04:04:54] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"62b40b1"}
[2019-04-27 04:04:56] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"89e8bee"}
[2019-04-27 04:28:34] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"9a12c3b"}
[2019-04-27 04:28:35] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"1800c7b"}
[2019-04-27 04:28:35] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"4fcec58"}
[2019-04-27 04:28:35] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"9d6cef7"}
[2019-04-27 04:28:36] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"1d26bcb"}
[2019-04-27 04:28:36] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"07d86b7"}
[2019-04-27 04:28:36] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"3201411"}
[2019-04-27 04:28:36] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"ef4d9be"}
[2019-04-27 04:28:36] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"19b04f5"}
[2019-04-27 04:28:37] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"90163b3"}
[2019-04-27 04:28:37] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"c84072e"}
[2019-04-27 04:28:37] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"36f8821"}
[2019-04-27 04:28:37] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"4fcccc4"}
[2019-04-27 04:28:38] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"668d1d2"}
[2019-04-27 04:28:38] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"f49d218"}
[2019-04-27 04:28:38] maishapay-api.INFO: Creating a new customer {"data":{"grant_type":"client_credentials","client_id":"client-id-814469d5-919f-4b67-9360-5b777b040c73","client_secret":"client-secret-6ee09212619727161f73d5e3f853a7a28b98646d","username":"customer-id-814469d5-919f-4b67-9360-5b777b040c73","password":"pwd-test-1234567890"}} {"uid":"5a692c8"}
